activity_id,lead_id,activity_type,activity_date,activity_status,notes
5505,1687,WhatsApp,2025-04-05,Completed,Shared available property options.
5506,192,Call,2025-02-06,Failed,Scheduled follow-up call.
5507,1987,Document Shared,2025-02-19,Completed,Scheduled follow-up call.
5508,2186,Site Visit,2025-02-11,Pending,Shared available property options.
5509,345,Follow-up,2025-10-13,Completed,Discussed budget and preferred location.
5510,1009,Email,2025-04-24,Completed,No response from customer.
5511,2551,Document Shared,2025-08-04,Failed,Shared available property options.
5512,203,Site Visit,2025-08-16,Failed,Shared available property options.
5513,573,Call,2025-09-28,Pending,Scheduled follow-up call.
5514,192,Document Shared,2025-02-21,Pending,Discussed budget and preferred location.
5515,2053,Follow-up,2026-05-31,Pending,Scheduled follow-up call.
5516,1914,Email,2025-12-11,Completed,Discussed budget and preferred location.
5517,1717,SMS,2026-05-30,Failed,No response from customer.
5518,311,Follow-up,2025-05-06,Pending,Shared available property options.
5519,2597,Follow-up,2025-04-17,Pending,Scheduled follow-up call.
5520,2104,Email,2025-09-06,Failed,Sent lease and booking information.
5521,443,Email,2026-02-13,Completed,Customer requested more details.
5522,1261,Follow-up,2025-06-25,Failed,Discussed budget and preferred location.
5523,870,SMS,2026-02-23,Failed,Discussed budget and preferred location.
5524,585,Site Visit,2025-08-20,Failed,No response from customer.
5525,1595,Site Visit,2025-08-03,Failed,Scheduled follow-up call.
5526,2800,Follow-up,2026-03-30,Failed,No response from customer.
5527,1538,WhatsApp,2025-03-19,Failed,Customer requested more details.
5528,360,Email,2025-10-05,Completed,Customer requested more details.
5529,1724,Email,2025-03-28,Pending,Discussed budget and preferred location.
5530,2867,WhatsApp,2025-09-26,Completed,Sent lease and booking information.
5531,2078,Call,2025-06-14,Pending,Shared available property options.
5532,1803,Follow-up,2025-05-19,Completed,Scheduled follow-up call.
5533,2012,WhatsApp,2026-05-13,Failed,Scheduled follow-up call.
5534,2156,SMS,2025-02-14,Pending,No response from customer.
5535,844,Site Visit,2025-06-19,Pending,Customer requested more details.
5536,1626,WhatsApp,2025-12-29,Pending,Scheduled follow-up call.
5537,2765,WhatsApp,2026-06-10,Completed,Customer requested more details.
5538,891,Document Shared,2025-08-19,Completed,Discussed budget and preferred location.
5539,1992,WhatsApp,2026-05-11,Completed,No response from customer.
5540,1983,Call,2026-04-18,Completed,Discussed budget and preferred location.
5541,960,WhatsApp,2026-05-01,Completed,Scheduled follow-up call.
5542,1469,Site Visit,2025-10-16,Pending,Discussed budget and preferred location.
5543,2941,Follow-up,2026-01-29,Failed,Sent lease and booking information.
5544,1462,WhatsApp,2025-03-04,Completed,No response from customer.
5545,732,Document Shared,2025-12-11,Pending,Discussed budget and preferred location.
5546,606,Document Shared,2025-07-23,Completed,Scheduled follow-up call.
5547,2505,Site Visit,2026-01-17,Pending,Customer requested more details.
5548,615,SMS,2025-11-12,Completed,Shared available property options.
5549,2746,Site Visit,2025-06-07,Failed,Sent lease and booking information.
5550,2005,Call,2025-03-15,Pending,Sent lease and booking information.
5551,1720,Call,2026-07-05,Failed,No response from customer.
5552,674,WhatsApp,2025-07-20,Pending,Scheduled follow-up call.
5553,1271,Email,2025-09-06,Completed,Shared available property options.
5554,2591,Follow-up,2025-04-12,Failed,Scheduled follow-up call.
5555,1588,Call,2026-02-06,Completed,Shared available property options.
5556,2905,Email,2025-06-08,Failed,Discussed budget and preferred location.
5557,1612,Document Shared,2025-10-05,Completed,Discussed budget and preferred location.
5558,897,Email,2025-09-27,Pending,Sent lease and booking information.
5559,1463,SMS,2026-06-04,Completed,No response from customer.
5560,278,Follow-up,2025-06-07,Failed,Shared available property options.
5561,552,Call,2025-08-15,Completed,Discussed budget and preferred location.
5562,1637,Call,2025-08-18,Completed,Discussed budget and preferred location.
5563,2159,Site Visit,2026-01-06,Completed,No response from customer.
5564,2433,Site Visit,2026-01-01,Failed,Scheduled follow-up call.
5565,761,WhatsApp,2025-10-10,Pending,Scheduled follow-up call.
5566,2742,Document Shared,2025-06-13,Failed,Shared available property options.
5567,1450,WhatsApp,2025-07-15,Completed,No response from customer.
5568,405,Document Shared,2026-02-21,Completed,Discussed budget and preferred location.
5569,1359,Follow-up,2025-12-02,Completed,Scheduled follow-up call.
5570,1233,SMS,2026-03-10,Completed,No response from customer.
5571,22,WhatsApp,2025-11-25,Completed,Customer requested more details.
5572,678,Site Visit,2025-09-15,Completed,Discussed budget and preferred location.
5573,2659,Follow-up,2025-09-30,Pending,Scheduled follow-up call.
5574,2029,Follow-up,2025-07-25,Completed,Customer requested more details.
5575,1232,Site Visit,2025-02-07,Failed,No response from customer.
5576,2056,Email,2025-06-30,Completed,Scheduled follow-up call.
5577,2750,Site Visit,2025-04-17,Pending,No response from customer.
5578,1809,Follow-up,2025-03-18,Failed,Sent lease and booking information.
5579,529,WhatsApp,2026-04-10,Completed,Sent lease and booking information.
5580,2038,WhatsApp,2025-12-15,Completed,Discussed budget and preferred location.
5581,2650,WhatsApp,2025-10-25,Failed,Scheduled follow-up call.
5582,1677,Follow-up,2026-01-17,Pending,Scheduled follow-up call.
5583,657,Site Visit,2025-06-27,Pending,Discussed budget and preferred location.
5584,166,SMS,2025-10-17,Completed,Sent lease and booking information.
5585,849,Call,2025-06-10,Pending,Shared available property options.
5586,496,SMS,2025-12-27,Completed,No response from customer.
5587,590,WhatsApp,2025-07-03,Pending,Sent lease and booking information.
5588,429,SMS,2025-06-15,Completed,Discussed budget and preferred location.
5589,2822,SMS,2025-04-20,Pending,Customer requested more details.
5590,163,Document Shared,2025-11-27,Pending,No response from customer.
5591,2414,Site Visit,2025-11-07,Failed,Discussed budget and preferred location.
5592,1263,Follow-up,2025-06-08,Pending,Shared available property options.
5593,72,Follow-up,2026-03-07,Pending,No response from customer.
5594,655,Email,2026-03-24,Pending,Discussed budget and preferred location.
5595,269,Follow-up,2025-09-28,Pending,Discussed budget and preferred location.
5596,1777,Email,2025-01-09,Pending,Scheduled follow-up call.
5597,2463,Follow-up,2026-04-27,Failed,Discussed budget and preferred location.
5598,1269,Email,2025-08-07,Pending,No response from customer.
5599,1016,Site Visit,2026-04-25,Pending,Shared available property options.
5600,2723,SMS,2025-06-25,Pending,No response from customer.
5601,1084,Call,2025-09-30,Pending,No response from customer.
5602,6,Site Visit,2026-06-20,Failed,No response from customer.
5603,982,Email,2025-07-14,Failed,Discussed budget and preferred location.
5604,2618,WhatsApp,2026-02-09,Pending,Customer requested more details.
5605,407,WhatsApp,2026-04-15,Completed,No response from customer.
5606,1954,Email,2026-01-02,Pending,Customer requested more details.
5607,2074,Call,2025-05-29,Completed,Sent lease and booking information.
5608,986,Follow-up,2026-05-19,Pending,Discussed budget and preferred location.
5609,390,Site Visit,2025-07-08,Pending,No response from customer.
5610,710,Document Shared,2025-09-27,Failed,Discussed budget and preferred location.
5611,2619,Site Visit,2026-06-12,Failed,Discussed budget and preferred location.
5612,1472,Email,2025-01-27,Failed,Discussed budget and preferred location.
5613,754,WhatsApp,2026-04-05,Failed,Scheduled follow-up call.
5614,2194,Email,2026-01-07,Failed,Sent lease and booking information.
5615,1412,Email,2025-10-07,Pending,Scheduled follow-up call.
5616,2833,Follow-up,2025-07-03,Completed,Discussed budget and preferred location.
5617,1273,Email,2025-10-15,Completed,Sent lease and booking information.
5618,526,Site Visit,2025-09-15,Pending,Customer requested more details.
5619,1486,Document Shared,2025-11-22,Failed,Shared available property options.
5620,2061,Site Visit,2026-03-22,Pending,Shared available property options.
5621,2951,Call,2026-01-10,Failed,No response from customer.
5622,2432,SMS,2025-09-10,Completed,Discussed budget and preferred location.
5623,556,WhatsApp,2026-05-09,Pending,Sent lease and booking information.
5624,2935,Call,2025-03-10,Completed,Scheduled follow-up call.
5625,19,Email,2025-12-07,Pending,Sent lease and booking information.
5626,575,Call,2025-10-28,Failed,No response from customer.
5627,2799,WhatsApp,2025-10-18,Failed,Discussed budget and preferred location.
5628,1004,Site Visit,2025-03-05,Pending,Shared available property options.
5629,2467,Email,2026-06-12,Completed,No response from customer.
5630,2467,SMS,2026-06-16,Pending,Customer requested more details.
5631,1939,Site Visit,2026-05-07,Pending,Scheduled follow-up call.
5632,1940,SMS,2025-07-15,Failed,Discussed budget and preferred location.
5633,1636,SMS,2025-10-08,Completed,Shared available property options.
5634,1699,WhatsApp,2025-05-14,Completed,Sent lease and booking information.
5635,2170,Email,2026-01-28,Pending,Shared available property options.
5636,432,Document Shared,2026-03-03,Completed,Customer requested more details.
5637,2092,WhatsApp,2025-08-10,Pending,Sent lease and booking information.
5638,1896,Document Shared,2025-04-24,Failed,Sent lease and booking information.
5639,1944,Document Shared,2025-08-09,Pending,Customer requested more details.
5640,1341,Site Visit,2025-05-02,Completed,Scheduled follow-up call.
5641,2429,Document Shared,2025-06-22,Failed,No response from customer.
5642,145,WhatsApp,2025-05-25,Failed,No response from customer.
5643,2411,Site Visit,2025-08-05,Completed,Scheduled follow-up call.
5644,1074,Site Visit,2025-03-15,Failed,Customer requested more details.
5645,1089,Follow-up,2026-06-08,Failed,Shared available property options.
5646,2403,Document Shared,2026-01-18,Failed,Sent lease and booking information.
5647,800,WhatsApp,2026-03-28,Failed,Shared available property options.
5648,2874,SMS,2025-08-08,Completed,Sent lease and booking information.
5649,1152,SMS,2025-09-17,Completed,No response from customer.
5650,2446,WhatsApp,2025-07-10,Completed,Customer requested more details.
5651,1957,Email,2026-03-20,Pending,Sent lease and booking information.
5652,2928,WhatsApp,2025-11-01,Completed,Sent lease and booking information.
5653,463,Email,2025-10-20,Pending,Customer requested more details.
5654,1775,Document Shared,2025-07-26,Pending,Scheduled follow-up call.
5655,2046,Call,2025-03-21,Pending,Customer requested more details.
5656,808,Site Visit,2026-06-22,Failed,Sent lease and booking information.
5657,187,Call,2026-03-11,Pending,Shared available property options.
5658,1744,Site Visit,2025-12-10,Failed,Scheduled follow-up call.
5659,732,Email,2025-12-11,Completed,Sent lease and booking information.
5660,1936,Document Shared,2026-02-26,Completed,Discussed budget and preferred location.
5661,1214,SMS,2026-03-10,Failed,Shared available property options.
5662,1412,SMS,2025-09-02,Failed,Sent lease and booking information.
5663,429,Document Shared,2025-05-30,Pending,Scheduled follow-up call.
5664,2906,Email,2025-05-26,Completed,No response from customer.
5665,1308,Site Visit,2026-04-19,Completed,Customer requested more details.
5666,2285,Call,2025-08-23,Failed,Discussed budget and preferred location.
5667,1218,SMS,2026-04-25,Completed,Scheduled follow-up call.
5668,1311,Site Visit,2025-06-23,Failed,Customer requested more details.
5669,771,WhatsApp,2026-01-22,Failed,Scheduled follow-up call.
5670,758,WhatsApp,2026-02-24,Pending,No response from customer.
5671,136,Call,2026-04-26,Pending,No response from customer.
5672,792,Document Shared,2026-02-07,Failed,Shared available property options.
5673,171,Document Shared,2025-02-19,Failed,Discussed budget and preferred location.
5674,2207,WhatsApp,2025-09-19,Failed,Scheduled follow-up call.
5675,2249,WhatsApp,2025-10-29,Completed,Shared available property options.
5676,1581,Document Shared,2025-10-27,Failed,Shared available property options.
5677,962,WhatsApp,2025-09-16,Pending,No response from customer.
5678,2631,Site Visit,2026-07-01,Pending,Discussed budget and preferred location.
5679,876,SMS,2025-05-31,Pending,Discussed budget and preferred location.
5680,2419,Document Shared,2025-05-17,Pending,No response from customer.
5681,103,Call,2025-08-24,Failed,Customer requested more details.
5682,1002,Email,2026-01-31,Completed,Customer requested more details.
5683,1149,Follow-up,2026-06-11,Failed,Sent lease and booking information.
5684,2846,Email,2025-09-23,Pending,Shared available property options.
5685,1482,Site Visit,2026-06-16,Pending,Discussed budget and preferred location.
5686,658,Follow-up,2026-05-01,Pending,Scheduled follow-up call.
5687,2930,Site Visit,2025-12-04,Pending,Sent lease and booking information.
5688,1221,SMS,2025-04-17,Completed,No response from customer.
5689,2781,Site Visit,2025-11-06,Pending,Sent lease and booking information.
5690,423,Site Visit,2026-06-05,Failed,Scheduled follow-up call.
5691,2620,Email,2026-01-27,Pending,Discussed budget and preferred location.
5692,171,Site Visit,2025-02-28,Pending,Discussed budget and preferred location.
5693,2221,Document Shared,2025-10-21,Failed,Shared available property options.
5694,2711,Document Shared,2025-07-20,Completed,Scheduled follow-up call.
5695,453,Call,2025-10-01,Failed,Shared available property options.
5696,2398,Follow-up,2025-07-30,Completed,Customer requested more details.
5697,1976,Call,2025-07-27,Pending,Sent lease and booking information.
5698,1658,Follow-up,2025-03-09,Failed,Discussed budget and preferred location.
5699,2542,Site Visit,2026-06-12,Pending,Customer requested more details.
5700,2668,Document Shared,2025-05-31,Failed,Customer requested more details.
5701,2967,Call,2025-08-01,Pending,Customer requested more details.
